date,area_I_0,area_O_0,area_I_1,area_O_1,area_I_2,area_O_2,area_I_3,area_O_3,area_I_4,area_O_4,area_I_5,area_O_5,area_I_6,area_O_6,area_I_7,area_O_7,area_I_8,area_O_8,area_I_9,area_O_9,area_I_10,area_O_10,area_I_11,area_O_11,area_I_12,area_O_12,area_I_13,area_O_13,area_I_14,area_O_14,area_I_15,area_O_15,area_I_16,area_O_16,area_I_17,area_O_17,area_I_18,area_O_18,area_I_19,area_O_19,area_I_20,area_O_20,area_I_21,area_O_21,area_I_22,area_O_22,area_I_23,area_O_23,area_I_24,area_O_24,area_I_25,area_O_25,area_I_26,area_O_26,area_I_27,area_O_27,area_I_28,area_O_28,area_I_29,area_O_29,area_I_30,area_O_30,area_I_31,area_O_31,area_I_32,area_O_32,area_I_33,area_O_33,area_I_34,area_O_34,area_I_35,area_O_35,area_I_36,area_O_36,area_I_37,area_O_37,area_I_38,area_O_38,area_I_39,area_O_39,area_I_40,area_O_40,area_I_41,area_O_41,area_I_42,area_O_42,area_I_43,area_O_43,area_I_44,area_O_44,area_I_45,area_O_45,area_I_46,area_O_46,area_I_47,area_O_47,area_I_48,area_O_48,area_I_49,area_O_49,area_I_50,area_O_50,area_I_51,area_O_51,area_I_52,area_O_52,area_I_53,area_O_53,area_I_54,area_O_54,area_I_55,area_O_55,area_I_56,area_O_56,area_I_57,area_O_57,area_I_58,area_O_58,area_I_59,area_O_59,area_I_60,area_O_60,area_I_61,area_O_61,area_I_62,area_O_62,area_I_63,area_O_63,area_I_64,area_O_64,area_I_65,area_O_65,area_I_66,area_O_66,area_I_67,area_O_67,area_I_68,area_O_68,area_I_69,area_O_69
2014-06-22T00:00:01,6,13,8,8,1,1,8,4,31,34,1,7,7,7,4,4,7,7,10,8,44,35,17,17,4,5,7,10,11,6,4,6,11,8,3,2,6,19,3,3,13,11,7,12,4,1,16,10,20,15,27,24,4,4,1,4,10,10,6,6,14,11,10,12,5,4,11,12,7,8,0,1,0,0,13,12,3,4,4,5,6,9,0,0,2,2,1,1,13,11,2,2,8,8,2,0,6,4,4,8,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,9,1,2,7,4,3,3,8,6,2,0,1,2,2,5,0,0,1,1,3,3
2014-07-03T00:00:01,90,77,48,51,12,10,38,39,57,36,34,42,11,15,12,10,8,7,34,26,70,59,39,28,26,33,26,34,15,20,12,21,15,12,16,16,13,27,18,21,57,51,14,12,8,22,20,27,36,34,38,33,11,9,19,18,14,12,19,19,29,19,11,12,11,23,29,25,10,20,13,15,5,1,5,6,6,2,0,2,1,1,1,1,2,4,5,5,7,6,2,4,0,4,7,4,5,6,3,4,4,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,3,7,4,1,1,4,3,0,0,9,9,4,4,1,2,2,3,2,2,4,4,2,3
2014-06-13T00:00:01,115,87,63,59,0,8,41,40,63,49,50,44,9,13,12,9,14,6,38,33,48,39,51,49,17,27,25,32,21,28,18,24,15,13,14,18,25,23,22,24,61,55,14,22,8,12,32,26,26,37,32,33,23,27,29,28,26,20,33,25,28,27,24,23,8,24,27,31,17,34,19,19,1,2,3,5,4,5,1,3,3,3,3,2,3,6,6,7,5,4,2,1,5,3,3,1,2,2,5,5,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,5,1,1,3,2,2,0,2,3,9,12,4,2,8,7,3,5,4,3,2,2,2,0
2014-06-06T00:00:01,113,81,59,47,0,9,33,41,56,57,45,48,15,17,9,7,13,9,49,40,58,41,49,48,35,36,22,27,18,31,27,27,18,15,15,15,22,25,20,25,56,47,11,19,14,19,15,22,29,37,32,27,16,17,27,29,14,22,28,27,26,25,33,23,15,24,28,27,18,27,15,17,3,2,5,4,3,2,4,4,3,3,4,5,3,4,7,7,3,4,2,3,11,11,0,3,8,6,3,1,8,6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,5,3,3,3,1,2,2,2,3,1,12,9,2,2,7,5,0,2,2,3,3,4,0,4
2014-07-25T00:00:01,120,93,69,58,7,13,52,41,58,53,43,47,25,22,15,15,12,10,44,40,55,47,48,50,25,30,39,49,14,17,25,26,26,24,20,22,19,15,14,19,58,46,11,21,18,17,21,19,41,39,24,26,17,14,22,24,17,21,19,16,27,26,23,23,19,26,34,33,0,39,21,20,2,2,5,6,3,5,1,3,2,3,5,3,3,3,7,8,2,2,2,1,4,7,2,1,2,2,6,1,5,5,2,1,0,0,0,0,0,0,1,2,1,1,1,1,2,2,6,5,2,2,2,3,0,1,9,10,7,6,5,3,4,7,1,1,5,4,2,1
2014-05-06T00:00:01,112,107,68,53,0,7,45,50,50,49,37,52,11,19,10,5,16,8,40,38,34,32,43,38,29,32,20,27,18,19,16,22,19,15,11,14,20,27,12,16,69,55,9,18,17,22,20,16,35,25,34,29,18,16,21,17,23,23,29,17,28,22,26,25,21,27,23,28,18,32,18,17,2,3,4,3,7,7,5,4,1,6,3,4,3,6,4,4,3,3,2,2,6,5,1,2,3,5,8,4,8,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,6,5,3,2,1,6,6,4,1,1,6,9,5,6,6,3,2,1,1,1,4,3,2,2
2014-05-16T00:00:01,117,79,44,49,0,10,30,40,64,64,41,44,13,12,19,14,11,12,48,39,59,50,58,55,20,23,31,26,28,26,28,25,15,16,18,16,13,17,22,23,52,44,20,17,17,24,16,13,0,29,41,44,21,18,27,24,19,23,22,25,21,27,30,17,19,36,31,26,16,24,15,15,3,3,5,3,9,4,1,2,2,1,1,1,0,7,0,1,1,3,2,3,8,8,6,5,4,4,3,4,4,0,3,2,0,1,0,0,0,0,2,2,0,0,0,0,0,1,6,7,1,2,2,2,1,0,6,6,4,3,4,5,3,3,6,5,3,3,2,1
2014-05-29T00:00:01,116,103,59,48,0,6,41,36,58,57,40,44,6,14,6,7,11,7,58,53,49,42,43,42,30,43,22,21,19,22,21,24,21,23,16,19,23,27,26,21,49,58,11,16,10,15,23,24,43,42,36,28,26,22,28,19,19,22,27,27,29,28,25,26,18,26,24,19,24,26,17,23,3,3,6,6,6,8,4,4,5,6,2,1,1,6,3,1,7,4,2,4,7,9,3,2,3,2,9,5,9,3,1,3,1,0,0,0,0,0,2,1,0,0,1,1,10,7,8,6,3,8,2,1,0,0,10,15,6,6,6,3,4,6,4,2,4,5,3,1
2014-05-30T00:00:01,104,89,45,43,0,3,37,44,63,56,31,39,6,16,11,16,10,9,32,27,45,39,45,48,24,27,27,33,18,22,25,26,21,19,21,16,11,16,19,17,51,40,12,18,11,15,28,29,30,34,32,27,17,16,18,18,13,13,27,25,29,19,19,12,18,29,35,25,18,29,20,19,5,4,3,5,8,8,3,3,3,5,3,4,5,7,1,1,3,3,1,1,5,6,3,4,3,2,4,2,5,1,2,5,2,0,1,0,0,0,2,1,0,0,0,0,2,2,5,5,2,2,0,0,1,1,8,8,4,7,2,3,2,1,5,5,6,3,1,1
2014-05-27T00:00:01,130,101,65,53,0,2,53,63,52,47,45,48,16,20,7,9,12,11,39,40,44,46,62,57,23,29,26,29,24,25,25,21,27,23,18,16,20,20,21,25,61,58,20,18,19,18,15,19,25,35,33,36,21,18,17,21,29,20,28,25,27,29,20,19,18,30,27,27,18,29,14,16,3,3,5,7,5,5,1,2,2,3,1,1,6,7,1,2,1,0,2,2,4,3,5,4,0,1,5,2,4,1,1,2,1,0,0,1,1,0,2,1,1,1,0,1,0,2,3,1,1,3,1,0,1,0,17,17,5,4,8,7,4,7,6,6,3,4,3,1
2014-08-22T00:00:01,146,97,45,57,11,10,62,60,59,67,41,46,17,25,10,13,10,8,51,40,60,61,55,52,25,28,30,40,14,23,21,19,27,24,14,20,20,26,22,25,57,50,13,23,19,24,21,21,34,32,43,34,24,21,1,0,22,18,24,23,30,25,26,20,9,24,26,26,15,22,18,21,1,2,5,2,10,11,4,4,2,4,2,4,8,8,1,2,2,2,2,0,6,3,8,8,3,5,7,6,4,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,1,1,1,1,2,0,13,14,5,3,9,2,7,8,0,5,3,5,2,2
2014-04-19T00:00:01,16,13,4,8,0,7,9,7,33,26,7,5,3,5,3,2,6,4,16,11,47,36,16,18,4,7,6,3,10,8,6,3,5,3,10,9,12,7,7,13,15,24,14,11,3,7,11,15,10,8,17,14,7,14,2,9,5,5,4,7,17,9,9,10,15,20,9,9,7,8,10,10,0,1,0,0,5,7,0,0,1,1,1,1,3,0,1,1,4,4,1,1,2,4,2,0,4,2,7,8,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,2,0,0,1,0,0,2,1,1,0,0,0,0,0,0,4,4,1,1,0,0
2014-05-19T00:00:01,124,89,54,49,0,9,41,31,61,64,42,47,12,17,16,13,13,21,34,38,41,41,37,34,24,26,30,33,21,20,17,23,20,15,25,14,14,17,19,16,59,42,15,22,14,11,21,16,0,25,38,33,0,17,25,23,14,17,25,16,32,24,26,26,17,21,34,39,22,38,18,17,2,2,3,4,9,9,4,4,2,3,2,2,2,3,3,3,0,1,1,3,6,4,5,3,2,4,5,4,4,2,4,3,1,1,1,1,1,1,1,0,1,3,0,0,1,0,3,2,2,3,4,3,1,2,15,12,4,5,3,3,5,6,3,4,6,7,3,3
2014-08-15T00:00:01,128,95,70,68,7,9,45,50,0,47,36,49,21,26,16,14,10,10,46,36,50,49,67,54,14,21,31,35,16,18,32,27,16,20,21,18,19,17,17,16,52,26,13,17,19,20,33,26,25,45,24,29,11,9,30,24,25,20,29,27,30,24,26,21,22,32,30,23,23,32,13,13,4,4,5,5,5,6,4,3,3,3,2,3,5,5,2,0,1,3,4,6,9,8,2,1,3,3,5,4,8,8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,3,0,3,2,2,3,1,17,16,2,1,7,4,8,10,0,1,3,3,1,3
2014-06-25T00:00:01,127,109,45,42,9,8,48,58,49,52,51,63,22,17,10,11,7,6,50,42,45,43,62,47,29,35,30,35,10,17,18,19,19,15,16,17,20,22,22,17,62,57,0,19,10,7,23,21,32,35,38,37,17,16,27,24,22,22,27,22,30,26,32,24,13,27,36,42,22,26,23,24,4,3,6,6,5,5,4,4,6,4,2,1,4,11,5,4,5,5,1,0,0,2,5,4,5,5,4,4,7,4,1,3,0,0,0,0,0,0,1,0,2,1,1,1,3,8,1,1,1,0,4,2,1,1,13,15,5,6,6,4,3,4,4,3,6,5,2,0
2014-05-02T00:00:01,104,76,45,42,0,10,40,40,43,40,29,33,12,13,9,14,11,10,34,36,27,27,38,33,16,19,32,31,22,30,23,20,19,14,15,16,23,25,24,27,62,42,8,19,16,20,17,19,30,26,43,34,19,16,18,22,15,23,20,21,23,18,16,18,17,25,29,35,17,22,19,22,2,2,1,2,8,9,5,6,4,1,2,2,6,7,1,2,2,2,2,1,11,12,4,7,8,6,2,2,8,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,5,3,4,2,2,4,2,0,0,8,6,3,1,2,3,4,4,1,2,2,3,3,3
2014-04-21T00:00:01,120,98,52,56,0,4,42,38,47,44,35,55,10,12,9,9,13,7,38,31,30,29,50,36,24,26,27,34,13,21,14,22,15,10,12,19,15,15,17,21,45,49,14,18,9,18,25,15,43,37,35,27,15,13,26,21,17,16,26,23,27,22,21,20,10,20,31,43,2,0,17,16,2,2,3,3,5,5,4,4,1,1,2,5,2,9,6,4,0,1,2,2,5,6,2,1,4,4,3,1,9,3,4,3,1,1,0,1,1,1,2,2,1,1,1,1,4,1,2,1,0,4,3,3,1,1,14,17,4,2,4,2,5,7,4,2,3,5,3,2
2014-04-17T00:00:01,105,82,61,53,0,12,30,32,61,67,37,48,10,13,11,9,20,15,37,35,47,39,54,41,23,39,30,28,15,25,19,20,20,18,15,16,17,30,19,23,62,50,12,22,16,16,23,14,44,34,36,30,17,12,22,23,25,28,25,20,28,21,21,25,22,32,37,29,16,36,12,19,0,0,0,1,9,7,5,4,4,2,0,0,2,6,3,3,4,4,2,1,6,5,8,5,2,2,3,3,4,2,3,2,1,1,0,0,0,0,0,1,0,0,0,0,5,3,2,2,0,2,2,3,1,0,9,13,4,3,8,3,3,4,3,4,2,2,1,1
2014-03-26T00:00:01,74,50,47,28,4,4,32,18,33,22,23,20,6,7,8,9,8,5,25,26,18,19,24,25,10,14,18,15,10,19,11,6,9,9,6,13,12,12,10,14,37,38,9,11,7,14,22,19,15,20,21,28,10,11,6,20,11,11,11,11,13,17,23,23,13,14,20,25,15,24,18,18,0,0,0,0,10,7,4,4,1,1,0,2,6,8,3,3,4,3,1,0,3,3,1,2,1,2,1,2,4,2,1,3,2,0,0,0,0,0,0,0,0,0,1,1,0,2,4,2,2,2,1,0,0,1,9,11,4,4,6,4,2,2,2,2,2,2,2,2
2014-06-24T00:00:01,147,107,59,44,3,5,49,50,57,59,58,59,21,24,17,18,14,9,45,43,37,43,60,51,18,34,36,37,18,17,23,23,26,22,19,17,30,35,25,28,64,66,20,22,14,13,18,24,40,35,39,36,18,21,26,31,29,27,21,24,25,26,21,19,11,27,38,36,23,37,26,26,3,4,5,7,6,6,4,4,6,4,4,3,6,11,5,6,10,11,1,1,0,3,3,1,6,3,9,9,11,6,2,1,0,0,0,0,0,0,1,1,0,0,0,1,2,2,1,0,1,1,4,4,3,4,15,15,5,6,9,6,5,6,3,4,6,5,3,4
2014-06-17T00:00:01,137,101,51,42,0,11,52,49,58,52,54,45,16,20,15,26,18,12,39,45,52,49,49,53,23,38,24,28,24,21,30,26,19,15,20,15,22,22,20,12,62,59,14,17,12,18,15,23,27,34,33,29,14,14,23,18,19,17,23,25,23,27,25,25,12,19,34,37,22,37,26,24,3,3,8,6,5,5,3,2,3,5,5,8,4,4,8,7,1,0,2,3,1,1,2,3,0,1,4,4,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4,3,3,2,3,5,1,1,0,0,17,17,8,6,7,6,3,5,5,6,8,9,1,0
2014-06-02T00:00:01,131,114,59,58,0,7,53,59,53,45,55,52,18,16,13,14,13,10,45,38,55,50,55,52,23,31,42,37,29,34,18,26,15,14,18,21,19,14,24,23,71,52,14,16,11,17,25,28,33,37,45,46,21,17,31,37,16,19,21,23,23,24,30,22,13,18,27,40,23,31,22,24,7,7,6,6,7,8,1,1,4,3,3,3,2,5,9,9,9,10,4,2,6,6,2,1,3,3,4,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,3,3,2,1,4,1,1,1,2,16,18,6,5,7,6,6,6,4,3,5,4,1,3
2014-07-04T00:00:01,11,8,11,12,7,7,13,5,20,33,4,1,3,1,3,5,2,4,5,5,73,38,6,5,1,8,7,6,5,0,5,9,4,6,3,4,11,20,6,5,10,10,0,8,0,4,14,10,18,15,10,17,23,18,10,11,5,4,6,3,9,8,5,9,6,8,6,15,3,3,2,2,4,4,2,3,0,0,3,4,0,0,0,3,2,2,5,3,9,8,2,1,0,0,5,4,0,0,4,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4,3,0,1,0,2,2,1,4,4,2,1,0,0
2014-03-21T00:00:01,93,87,33,25,9,8,40,28,33,41,29,43,11,20,13,13,10,9,30,27,42,29,39,35,14,22,25,29,25,30,24,22,13,16,12,6,18,23,26,29,53,41,13,28,15,22,18,17,27,29,33,29,24,17,20,20,26,20,29,28,19,15,23,24,18,23,34,26,12,22,18,20,0,1,0,0,8,6,3,2,2,1,3,4,4,7,3,4,1,2,3,1,3,5,3,2,3,3,1,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,6,1,2,1,2,3,3,9,6,4,4,0,2,2,2,1,2,4,3,4,3
2014-07-20T00:00:01,6,6,10,10,7,12,11,7,39,42,5,4,0,2,4,3,7,9,6,7,44,38,8,6,1,4,8,8,7,10,7,9,0,2,4,5,14,13,2,2,11,10,15,19,13,8,13,11,25,15,18,18,7,6,3,4,0,6,4,4,7,3,13,9,6,8,10,12,0,3,5,3,0,0,5,6,0,1,0,1,0,3,0,0,0,0,2,2,0,0,0,0,5,4,6,6,3,3,4,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,3,8,9,0,0,3,7,2,2,9,5,1,1,0,1,4,7,0,0,1,0,3,3
2014-07-22T00:00:01,166,115,65,58,9,11,47,54,58,59,51,55,19,22,9,14,14,14,54,48,52,44,43,47,34,38,38,42,18,15,21,25,26,26,13,21,27,28,24,23,60,45,22,25,25,24,28,24,37,35,37,40,25,24,29,30,18,17,28,34,23,18,34,24,14,26,31,40,0,34,21,19,2,2,6,5,9,10,2,2,1,2,2,3,2,5,1,4,3,3,6,5,2,4,2,1,1,1,4,2,6,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,8,5,5,3,2,3,0,2,0,2,16,12,4,6,7,9,2,3,4,5,6,5,1,0
2014-03-02T00:00:01,13,7,1,4,1,0,0,4,8,12,1,3,1,3,1,2,3,2,5,4,12,17,10,10,3,4,2,4,5,3,2,0,3,6,6,4,11,11,6,3,8,3,3,5,1,2,7,3,12,11,3,7,1,5,4,3,4,5,6,0,6,5,5,2,4,2,7,5,2,6,4,5,0,0,0,0,1,0,1,2,1,0,0,0,2,2,4,2,2,2,0,0,0,1,2,2,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,3,1,1,2,0,1,5,0,0,3,3,6,6
2014-03-15T00:00:01,23,19,4,10,7,4,23,16,38,41,4,3,0,6,5,8,6,6,18,16,50,35,28,22,3,3,7,13,18,7,3,3,3,7,16,13,17,22,2,3,14,23,14,27,8,1,11,19,23,26,15,8,14,17,1,2,7,12,2,4,10,4,9,10,19,20,15,8,4,3,7,2,0,0,0,0,1,1,1,1,1,2,0,0,2,1,2,4,2,4,0,0,3,3,2,2,0,1,1,2,3,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,3,2,6,5,1,2,2,4,2,1,1,1,7,7,0,0,0,0,0,0,0,0
2014-07-18T00:00:01,109,83,64,54,10,9,46,56,42,33,40,53,11,20,9,12,16,10,36,34,53,46,52,51,27,27,24,32,20,20,27,29,23,20,19,17,19,28,24,23,51,54,14,23,14,21,15,22,32,22,26,23,22,13,27,29,19,15,23,16,28,27,26,27,20,31,27,31,19,23,0,23,2,3,8,9,7,5,0,4,1,0,3,1,9,4,5,1,2,1,2,2,10,5,9,5,0,1,4,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,3,6,3,3,6,0,1,2,3,12,12,5,5,5,3,3,4,2,1,6,5,6,8
2014-08-27T00:00:01,164,113,65,60,7,5,57,62,63,67,53,55,31,35,13,21,12,9,52,52,56,47,79,67,37,52,35,40,20,31,35,34,20,23,24,24,17,28,38,32,75,73,22,28,12,18,30,27,41,42,37,37,22,15,29,28,18,20,30,26,33,21,34,32,9,33,46,44,20,35,16,22,3,2,6,5,9,9,3,2,3,4,4,1,6,10,4,2,4,1,1,1,0,1,1,3,6,5,4,6,6,2,4,3,1,1,0,0,0,0,2,2,0,1,2,2,5,7,2,4,5,4,3,2,2,0,17,13,3,3,6,6,8,7,0,5,3,3,1,1
2014-08-12T00:00:01,151,99,77,69,4,5,56,56,0,60,54,51,24,28,16,21,13,11,56,46,74,57,63,51,36,37,56,41,20,26,24,24,18,22,17,20,22,27,20,21,63,48,14,33,14,16,22,30,48,37,39,30,26,29,28,30,19,22,41,29,33,30,23,25,15,34,39,36,10,34,25,20,2,2,7,8,10,8,2,4,1,4,3,5,3,7,0,2,6,2,5,3,8,10,3,3,3,4,2,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,3,3,3,5,3,3,2,3,20,15,4,5,6,6,9,7,0,6,4,3,4,5
2014-08-29T00:00:01,133,87,51,66,10,6,36,47,65,70,40,64,19,23,12,12,13,12,52,33,66,60,69,75,27,27,30,45,25,30,51,47,21,15,16,15,1,25,17,15,52,37,10,19,21,16,28,31,35,32,38,39,17,15,25,29,30,25,21,19,20,18,24,17,13,18,37,30,19,25,13,12,4,4,4,6,3,3,3,3,2,4,5,8,5,7,4,4,5,3,1,0,0,5,4,1,6,4,6,3,4,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1,3,3,0,3,0,1,0,0,11,13,0,2,7,5,5,4,0,3,3,0,1,0
2014-07-23T00:00:01,152,109,69,51,2,6,59,65,50,50,44,52,19,17,16,17,12,11,54,40,62,56,54,49,25,36,40,56,27,27,26,23,27,27,24,27,23,27,22,23,67,38,22,28,15,22,25,32,41,47,49,40,20,12,29,31,24,21,30,24,16,22,20,22,13,30,32,30,0,42,25,20,3,3,5,9,10,7,1,3,5,6,2,4,5,6,4,5,3,2,2,1,8,6,3,2,2,4,9,10,4,3,3,3,0,0,1,0,1,1,1,1,0,1,0,0,6,6,2,2,5,4,1,1,0,1,15,15,7,6,7,7,3,4,6,6,6,6,1,1
2014-03-22T00:00:01,19,15,5,2,3,3,13,9,37,37,3,3,5,4,4,3,8,3,7,6,44,30,11,9,3,11,9,8,6,11,2,5,4,4,8,11,12,11,2,4,12,18,6,6,3,3,14,13,24,17,21,19,17,21,12,12,4,18,4,2,7,1,5,6,18,22,8,10,4,7,4,2,0,0,0,0,5,4,6,6,3,2,2,1,3,3,3,3,5,6,0,1,5,5,1,4,0,0,3,3,2,2,3,3,1,1,0,0,0,0,1,1,0,0,0,0,5,3,1,2,0,1,1,0,1,2,0,0,2,2,0,0,0,0,4,4,0,0,0,0
2014-07-01T00:00:01,149,110,37,64,5,3,49,47,58,52,49,52,17,19,11,21,15,9,50,38,37,29,58,51,22,33,33,35,21,19,22,26,20,21,17,15,18,23,22,27,55,49,0,21,16,9,16,21,47,40,39,26,15,17,19,20,23,18,18,21,26,19,26,27,9,26,34,30,19,34,23,22,3,4,6,6,10,7,3,6,1,1,0,0,2,4,4,4,6,6,2,1,2,3,4,4,3,6,5,5,6,1,0,3,1,0,1,0,0,0,1,0,1,1,1,1,4,2,0,1,2,2,1,1,1,2,14,17,8,8,7,5,1,3,4,2,7,6,5,5
2014-05-15T00:00:01,132,96,57,56,0,10,34,36,58,48,42,45,11,16,8,17,10,8,47,37,44,32,55,50,23,41,30,31,25,32,25,24,24,19,20,17,22,34,24,22,52,46,20,21,24,17,21,15,9,36,47,34,24,29,26,24,23,24,22,21,37,27,20,21,13,29,28,27,19,34,24,21,3,3,4,5,7,11,3,2,3,1,4,5,0,6,4,2,2,1,2,4,8,5,3,3,3,4,3,2,3,1,2,2,0,0,0,0,0,0,1,2,0,0,8,7,2,4,1,1,1,2,3,1,0,0,8,15,5,4,7,2,3,2,3,1,6,5,1,3
2014-05-23T00:00:01,107,95,49,46,0,10,36,43,53,46,33,31,10,19,16,10,13,11,35,34,52,45,46,45,23,28,33,29,18,20,20,19,17,10,18,19,20,24,20,19,60,42,11,18,12,22,15,15,22,29,38,29,15,22,22,24,20,25,26,22,29,23,17,16,19,32,36,33,18,24,15,18,2,2,4,4,7,7,0,0,2,1,1,2,1,5,3,3,2,2,4,3,5,5,6,2,5,7,6,4,5,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,2,1,4,3,1,3,1,2,0,0,5,8,8,7,3,3,2,1,3,1,5,4,4,5
2014-04-07T00:00:01,119,97,41,49,6,11,43,45,60,57,37,49,13,12,9,12,10,6,40,33,38,33,52,51,27,34,30,32,22,27,26,20,21,13,25,26,17,21,25,26,52,53,12,18,16,12,20,20,34,36,31,29,18,16,26,19,23,18,28,24,22,18,19,16,10,20,31,37,20,31,13,11,0,0,0,0,2,3,1,0,0,3,1,1,3,7,1,2,0,1,2,0,7,3,1,4,5,5,2,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,3,0,3,6,0,1,2,0,13,14,8,9,5,5,5,7,5,2,7,6,2,3
2014-08-04T00:00:01,155,96,56,62,7,7,69,60,0,38,51,53,19,22,7,12,12,7,53,38,49,40,35,42,19,27,37,38,16,19,25,28,16,19,23,17,21,17,26,21,50,36,16,28,17,15,21,21,37,39,40,38,25,22,30,30,23,16,25,15,20,17,25,18,9,25,0,37,19,33,21,23,2,2,7,6,7,6,0,1,3,2,3,1,3,5,0,1,2,1,0,1,4,3,1,1,2,3,5,7,4,1,1,2,0,0,0,0,0,0,2,1,1,1,0,0,1,3,8,7,1,1,8,9,1,0,9,8,6,5,5,5,4,4,0,1,5,6,3,2
2014-07-26T00:00:01,21,15,18,27,10,13,16,19,53,39,4,1,0,4,7,2,6,6,14,14,42,43,25,15,2,7,12,10,10,11,11,9,6,10,6,8,21,17,1,6,17,12,15,18,4,4,15,12,14,13,20,20,4,9,2,7,3,7,13,5,8,6,10,16,13,20,16,10,0,4,6,0,0,0,2,3,5,5,3,4,0,0,0,0,1,0,2,4,0,2,0,1,7,8,2,2,6,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,1,0,0,0,1,6,4,0,0,0,1,0,0,0,0,0,0,1,1
2014-04-13T00:00:01,13,14,7,5,0,4,11,8,17,18,7,4,7,8,11,7,15,12,7,5,28,30,15,14,6,7,8,11,10,10,4,3,6,6,10,5,10,22,1,3,11,14,10,10,5,2,8,12,17,20,23,15,14,11,11,9,4,8,3,9,11,7,12,7,14,20,14,6,3,7,2,3,0,0,0,0,2,2,1,1,1,0,2,2,0,0,2,4,4,1,3,3,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,0,0,1,2,1,1,4,4,0,1,4,2,0,2,2,2,3,3,14,13
2014-03-05T00:00:01,101,77,47,47,6,8,37,43,31,29,36,52,9,10,9,12,15,6,22,25,33,36,37,34,19,24,18,22,19,22,17,13,20,17,14,12,22,14,25,20,62,51,6,17,9,10,20,10,26,29,32,34,15,14,17,23,14,11,32,28,20,17,16,15,12,19,25,26,19,35,15,22,0,0,0,0,10,6,2,2,2,4,2,4,3,4,8,6,5,1,1,4,5,3,1,0,6,9,2,3,9,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,5,5,2,0,2,3,2,3,1,0,9,11,4,3,5,5,4,2,2,1,3,5,1,2
2014-03-19T00:00:01,104,94,61,47,6,6,45,42,53,41,33,45,8,16,8,15,15,14,44,42,44,38,54,47,22,26,27,31,18,28,24,21,18,19,18,12,21,18,16,22,62,48,19,27,11,14,21,28,35,38,30,25,24,25,29,34,23,18,31,29,18,13,35,25,11,30,36,38,20,28,22,19,3,2,0,0,4,5,2,3,2,4,2,2,2,8,5,2,2,2,5,2,2,4,4,2,3,5,3,5,10,6,2,1,0,1,1,1,1,1,0,0,1,1,0,0,2,2,4,6,4,3,0,2,1,1,12,10,3,3,3,4,3,3,3,1,2,1,2,3
2014-05-11T00:00:01,15,7,5,6,0,0,6,7,24,30,3,3,1,2,1,2,7,4,3,6,42,40,10,9,4,4,2,2,9,13,2,3,8,6,2,4,10,14,3,5,7,14,8,9,1,2,9,8,24,19,18,15,9,6,7,9,6,8,7,5,5,1,6,3,15,11,10,7,0,5,2,1,1,1,4,4,6,6,2,2,2,2,0,0,0,0,1,1,2,4,0,1,1,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,7,6,3,4,0,1,0,0,8,5,0,0,1,4,1,1,0,0,0,0,0,0
