atoms,charge,origin,bond1,bond2
7,-0.2729612907342677,R8,[3],"[1, 10]"
10,-0.34257570549551425,R8,"[1, 3, 28]","[1, 1, 1, 3, 7]"
1,0.09268419534017155,R8,"[1, 1, 3, 10]","[1, 3, 5, 5, 5, 5, 5, 5, 7, 28]"
1,-0.02325752630090637,R8,"[1, 1, 5, 5]","[1, 1, 3, 5, 5, 10]"
1,-0.050652542254448735,R8,"[1, 1, 5, 5]","[1, 1, 5, 5, 5, 5]"
1,-0.0531947765182093,R8,"[1, 1, 5, 5]","[1, 1, 5, 5, 5, 5]"
1,-0.05300935594663284,R8,"[1, 1, 5, 5]","[1, 1, 5, 5, 5, 5]"
1,-0.049825003415012455,R8,"[1, 1, 5, 5]","[1, 2, 5, 5, 5, 5]"
1,-0.03507346733848609,R8,"[1, 2, 5, 5]","[1, 2, 5, 5, 5]"
2,-0.08853928215605254,R8,"[1, 2, 5]","[1, 1, 5, 5, 5]"
1,-0.03491778620946322,R8,"[1, 5, 5, 5]","[1, 3, 10]"
3,0.1446331145358613,R8,"[1, 5, 7]","[1, 1, 10]"
7,-0.30075846385184263,R8,[3],"[1, 5]"
23,0.11940884940915494,R8,[8],"[1, 23]"
23,0.11940884940915494,R8,[8],"[1, 23]"
5,0.029063792455905867,R8,[1],"[1, 1, 5]"
5,0.029063792455905867,R8,[1],"[1, 1, 5]"
5,0.026736315885561496,R8,[1],"[1, 1, 5]"
5,0.026736315885561496,R8,[1],"[1, 1, 5]"
5,0.026654530387731176,R8,[1],"[1, 1, 5]"
5,0.026654530387731176,R8,[1],"[1, 1, 5]"
5,0.02666399262713213,R8,[1],"[1, 1, 5]"
5,0.02666399262713213,R8,[1],"[1, 1, 5]"
5,0.026968724419638428,R8,[1],"[1, 1, 5]"
5,0.026968724419638428,R8,[1],"[1, 1, 5]"
5,0.03096281751299498,R8,[1],"[1, 2, 5]"
5,0.03096281751299498,R8,[1],"[1, 2, 5]"
5,0.05724628302074341,R8,[2],"[1, 2]"
5,0.02544797438680933,R8,[1],"[1, 5, 5]"
5,0.02544797438680933,R8,[1],"[1, 5, 5]"
5,0.02544797438680933,R8,[1],"[1, 5, 5]"
28,0.16404829018569927,R8,[10],"[1, 3]"
5,0.02949937780116276,R8,[1],"[1, 1, 5]"
5,0.02949937780116276,R8,[1],"[1, 1, 5]"
5,0.026753704918404193,R8,[1],"[1, 1, 5]"
5,0.026753704918404193,R8,[1],"[1, 1, 5]"
5,0.026654833363658807,R8,[1],"[1, 1, 5]"
5,0.026654833363658807,R8,[1],"[1, 1, 5]"
5,0.026663995067595887,R8,[1],"[1, 1, 5]"
5,0.026663995067595887,R8,[1],"[1, 1, 5]"
5,0.026968724428999277,R8,[1],"[1, 1, 5]"
5,0.026968724428999277,R8,[1],"[1, 1, 5]"
5,0.030962817513012338,R8,[1],"[1, 2, 5]"
5,0.030962817513012338,R8,[1],"[1, 2, 5]"
5,0.05724628302074342,R8,[2],"[1, 2]"
5,0.025882186420486588,R8,[1],"[1, 5, 5]"
5,0.025882186420486588,R8,[1],"[1, 5, 5]"
5,0.025882186420486588,R8,[1],"[1, 5, 5]"
5,0.10691111221175682,R8,[3],"[1, 7]"
8,-0.32995939752789316,BAla,"[1, 23, 23]","[1, 5, 5]"
1,0.0010741252604907488,BAla,"[1, 5, 5, 8]","[3, 5, 5, 23, 23]"
1,0.03875969094462112,BAla,"[1, 3, 5, 5]","[5, 5, 7, 8, 10]"
3,0.220779681619162,BAla,"[1, 7, 10]","[1, 1, 5, 5, 28]"
7,-0.27508891189765394,BAla,[3],"[1, 10]"
10,-0.3556315771318293,BAla,"[1, 3, 28]","[1, 1, 5, 5, 7]"
1,0.023968840256182636,BAla,"[1, 5, 5, 10]","[3, 3, 5, 5, 28]"
1,0.02050334045627354,BAla,"[1, 3, 5, 5]","[5, 5, 5, 7, 10]"
3,0.12124611888688026,BAla,"[1, 5, 7]","[1, 5, 5]"
7,-0.3033295008013049,BAla,[3],"[1, 5]"
23,0.1183954327560147,BAla,[8],"[1, 23]"
23,0.1183954327560147,BAla,[8],"[1, 23]"
5,0.0430754519325936,BAla,[1],"[1, 5, 8]"
5,0.0430754519325936,BAla,[1],"[1, 5, 8]"
5,0.03799729695948537,BAla,[1],"[1, 3, 5]"
5,0.03799729695948537,BAla,[1],"[1, 3, 5]"
28,0.16295284889947606,BAla,[10],"[1, 3]"
5,0.049551769552663896,BAla,[1],"[1, 5, 10]"
5,0.049551769552663896,BAla,[1],"[1, 5, 10]"
5,0.036186639697113554,BAla,[1],"[1, 3, 5]"
5,0.036186639697113554,BAla,[1],"[1, 3, 5]"
5,0.10431155923985255,BAla,[3],"[1, 7]"
8,-0.3175796879164302,S5,"[1, 23, 23]","[1, 1, 3]"
1,0.09252075302648524,S5,"[1, 1, 3, 8]","[1, 5, 5, 5, 5, 5, 7, 10, 23, 23]"
1,-0.02596778215034597,S5,"[1, 1, 5, 5]","[1, 1, 3, 5, 5, 8]"
1,-0.04757148525544736,S5,"[1, 1, 5, 5]","[1, 2, 5, 5, 5, 5]"
1,-0.034990409476148364,S5,"[1, 2, 5, 5]","[1, 2, 5, 5, 5]"
2,-0.08853784835890081,S5,"[1, 2, 5]","[1, 1, 5, 5, 5]"
1,-0.03794481092902576,S5,"[1, 5, 5, 5]","[1, 3, 8]"
3,0.24006958263105332,S5,"[1, 7, 10]","[1, 1, 1, 8, 28]"
7,-0.2729612889971022,S5,[3],"[1, 10]"
10,-0.3425755049276003,S5,"[1, 3, 28]","[1, 1, 1, 3, 7]"
1,0.09269520685243442,S5,"[1, 1, 3, 10]","[1, 3, 5, 5, 5, 5, 5, 5, 7, 28]"
1,-0.022962983174190738,S5,"[1, 1, 5, 5]","[1, 1, 3, 5, 5, 10]"
1,-0.04717216441850844,S5,"[1, 1, 5, 5]","[1, 2, 5, 5, 5, 5]"
1,-0.034973140246908695,S5,"[1, 2, 5, 5]","[1, 2, 5, 5, 5]"
2,-0.08853753544971675,S5,"[1, 2, 5]","[1, 1, 5, 5, 5]"
1,-0.034917588079167415,S5,"[1, 5, 5, 5]","[1, 3, 10]"
3,0.14463331378599664,S5,"[1, 5, 7]","[1, 1, 10]"
7,-0.30075846216976976,S5,[3],"[1, 5]"
23,0.11940885076300736,S5,[8],"[1, 23]"
23,0.11940885076300736,S5,[8],"[1, 23]"
5,0.029074898524906825,S5,[1],"[1, 1, 5]"
5,0.029074898524906825,S5,[1],"[1, 1, 5]"
5,0.02705216134776809,S5,[1],"[1, 1, 5]"
5,0.02705216134776809,S5,[1],"[1, 1, 5]"
5,0.03096419290534067,S5,[1],"[1, 2, 5]"
5,0.03096419290534067,S5,[1],"[1, 2, 5]"
5,0.05724629396218058,S5,[2],"[1, 2]"
5,0.025447975912398946,S5,[1],"[1, 5, 5]"
5,0.025447975912398946,S5,[1],"[1, 5, 5]"
5,0.025447975912398946,S5,[1],"[1, 5, 5]"
28,0.16404829198189674,S5,[10],"[1, 3]"
5,0.029510498846412866,S5,[1],"[1, 1, 5]"
5,0.029510498846412866,S5,[1],"[1, 1, 5]"
5,0.027069572786490092,S5,[1],"[1, 1, 5]"
5,0.027069572786490092,S5,[1],"[1, 1, 5]"
5,0.030964498533218403,S5,[1],"[1, 2, 5]"
5,0.030964498533218403,S5,[1],"[1, 2, 5]"
5,0.057246296444178266,S5,[2],"[1, 2]"
5,0.025882187949412404,S5,[1],"[1, 5, 5]"
5,0.025882187949412404,S5,[1],"[1, 5, 5]"
5,0.025882187949412404,S5,[1],"[1, 5, 5]"
5,0.1069111138653148,S5,[3],"[1, 7]"
1,-0.005207482899012137,AC,"[3, 5, 5, 5]","[1, 7]"
3,0.13638995055015996,AC,"[1, 1, 7]","[3, 5, 5, 5, 5, 5]"
7,-0.2995491221663048,AC,[3],"[1, 1]"
1,0.06171469405967311,AC,"[3, 3, 5, 5]","[1, 5, 7, 7]"
3,0.12684021936460468,AC,"[1, 5, 7]","[3, 5, 5]"
7,-0.3029102313490142,AC,[3],"[1, 5]"
5,0.031025979293821396,AC,[1],"[3, 5, 5]"
5,0.031025979293821396,AC,[1],"[3, 5, 5]"
5,0.031025979293821396,AC,[1],"[3, 5, 5]"
5,0.0424552241047661,AC,[1],"[3, 3, 5]"
5,0.0424552241047661,AC,[1],"[3, 3, 5]"
5,0.10473358634889689,AC,[3],"[1, 7]"
8,-0.3198921829131087,L,"[1, 23, 23]","[1, 3, 5]"
1,0.08438358973728241,L,"[1, 3, 5, 8]","[1, 5, 5, 7, 10, 23, 23]"
1,-0.02658163270620526,L,"[1, 1, 5, 5]","[1, 1, 3, 5, 5, 8]"
1,-0.04514686255740129,L,"[1, 1, 1, 5]","[1, 5, 5, 5, 5, 5, 5, 5, 5]"
1,-0.0627008599777945,L,"[1, 5, 5, 5]","[1, 1, 5]"
1,-0.0627008599777945,L,"[1, 5, 5, 5]","[1, 1, 5]"
3,0.23699438864024402,L,"[1, 7, 10]","[1, 1, 5, 8, 28]"
7,-0.27329548036854645,L,[3],"[1, 10]"
10,-0.34523488654485945,L,"[1, 3, 28]","[1, 1, 3, 5, 7]"
1,0.0847602552395046,L,"[1, 3, 5, 10]","[1, 3, 5, 5, 5, 7, 28]"
1,-0.02357448928596226,L,"[1, 1, 5, 5]","[1, 1, 3, 5, 5, 10]"
1,-0.044750444097773234,L,"[1, 1, 1, 5]","[1, 5, 5, 5, 5, 5, 5, 5, 5]"
1,-0.06268367024193083,L,"[1, 5, 5, 5]","[1, 1, 5]"
1,-0.06268367024193083,L,"[1, 5, 5, 5]","[1, 1, 5]"
3,0.14179402720398995,L,"[1, 5, 7]","[1, 5, 10]"
7,-0.30107521590795305,L,[3],"[1, 5]"
23,0.11914735518976348,L,[8],"[1, 23]"
23,0.11914735518976348,L,[8],"[1, 23]"
5,0.05660117998897085,L,[1],"[1, 3, 8]"
5,0.02904203072779228,L,[1],"[1, 1, 5]"
5,0.02904203072779228,L,[1],"[1, 1, 5]"
5,0.0297747870852398,L,[1],"[1, 1, 1]"
5,0.023308924243304684,L,[1],"[1, 5, 5]"
5,0.023308924243304684,L,[1],"[1, 5, 5]"
5,0.023308924243304684,L,[1],"[1, 5, 5]"
5,0.023308924243304684,L,[1],"[1, 5, 5]"
5,0.023308924243304684,L,[1],"[1, 5, 5]"
5,0.023308924243304684,L,[1],"[1, 5, 5]"
28,0.16375988428499438,L,[10],"[1, 3]"
5,0.06083100145990427,L,[1],"[1, 3, 10]"
5,0.02947528315990042,L,[1],"[1, 1, 5]"
5,0.02947528315990042,L,[1],"[1, 1, 5]"
5,0.029792090046247898,L,[1],"[1, 1, 1]"
5,0.023309224653868272,L,[1],"[1, 5, 5]"
5,0.023309224653868272,L,[1],"[1, 5, 5]"
5,0.023309224653868272,L,[1],"[1, 5, 5]"
5,0.023309224653868272,L,[1],"[1, 5, 5]"
5,0.023309224653868272,L,[1],"[1, 5, 5]"
5,0.023309224653868272,L,[1],"[1, 5, 5]"
5,0.10659081959693222,L,[3],"[1, 7]"
8,-0.31990067091322255,NL,"[1, 23, 23]","[1, 3, 5]"
1,0.08413871857548308,NL,"[1, 3, 5, 8]","[1, 5, 5, 7, 10, 23, 23]"
1,-0.028916392285972203,NL,"[1, 1, 5, 5]","[1, 3, 5, 5, 5, 8]"
1,-0.05158068224987801,NL,"[1, 1, 5, 5]","[1, 1, 5, 5, 5, 5]"
1,-0.056099201152164914,NL,"[1, 1, 5, 5]","[1, 5, 5, 5, 5, 5]"
1,-0.06538116951218981,NL,"[1, 5, 5, 5]","[1, 5, 5]"
3,0.2369836585367963,NL,"[1, 7, 10]","[1, 1, 5, 8, 28]"
7,-0.2732956845600944,NL,[3],"[1, 10]"
10,-0.34524556579941595,NL,"[1, 3, 28]","[1, 1, 3, 5, 7]"
1,0.08451704095304904,NL,"[1, 3, 5, 10]","[1, 3, 5, 5, 5, 7, 28]"
1,-0.02590776264486643,NL,"[1, 1, 5, 5]","[1, 3, 5, 5, 5, 10]"
1,-0.051183661917270626,NL,"[1, 1, 5, 5]","[1, 1, 5, 5, 5, 5]"
1,-0.05608207883957171,NL,"[1, 1, 5, 5]","[1, 5, 5, 5, 5, 5]"
1,-0.06538086206662119,NL,"[1, 5, 5, 5]","[1, 5, 5]"
3,0.1417835004684034,NL,"[1, 5, 7]","[1, 5, 10]"
7,-0.3010754126958026,NL,[3],"[1, 5]"
23,0.1191471960848227,NL,[8],"[1, 23]"
23,0.1191471960848227,NL,[8],"[1, 23]"
5,0.05659070619267682,NL,[1],"[1, 3, 8]"
5,0.02877678371806439,NL,[1],"[1, 1, 5]"
5,0.02877678371806439,NL,[1],"[1, 1, 5]"
5,0.026715613798532104,NL,[1],"[1, 1, 5]"
5,0.026715613798532104,NL,[1],"[1, 1, 5]"
5,0.026371940460982096,NL,[1],"[1, 1, 5]"
5,0.026371940460982096,NL,[1],"[1, 1, 5]"
5,0.023035341744262805,NL,[1],"[1, 5, 5]"
5,0.023035341744262805,NL,[1],"[1, 5, 5]"
5,0.023035341744262805,NL,[1],"[1, 5, 5]"
28,0.16375967265115768,NL,[10],"[1, 3]"
5,0.060820542967339505,NL,[1],"[1, 3, 10]"
5,0.02920967021010011,NL,[1],"[1, 1, 5]"
5,0.02920967021010011,NL,[1],"[1, 1, 5]"
5,0.026732865781548775,NL,[1],"[1, 1, 5]"
5,0.026732865781548775,NL,[1],"[1, 1, 5]"
5,0.026372240513677068,NL,[1],"[1, 1, 5]"
5,0.026372240513677068,NL,[1],"[1, 1, 5]"
5,0.023035344148445644,NL,[1],"[1, 5, 5]"
5,0.023035344148445644,NL,[1],"[1, 5, 5]"
5,0.023035344148445644,NL,[1],"[1, 5, 5]"
5,0.10659062547858478,NL,[3],"[1, 7]"
8,-0.3282496426013628,PEG,"[1, 23, 23]","[1, 5, 5]"
1,0.01591778867758273,PEG,"[1, 5, 5, 8]","[5, 5, 6, 23, 23]"
1,0.05893962736069858,PEG,"[1, 5, 5, 6]","[1, 5, 5, 8]"
6,-0.3777480482916923,PEG,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07008118943109487,PEG,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07070139119527351,PEG,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.36925024317801264,PEG,"[1, 1]","[1, 3, 5, 5, 5, 5]"
1,0.12538835738717286,PEG,"[3, 5, 5, 6]","[1, 7, 10]"
3,0.24557959132331592,PEG,"[1, 7, 10]","[1, 5, 5, 6, 28]"
7,-0.27243213112704906,PEG,[3],"[1, 10]"
10,-0.3517840761563535,PEG,"[1, 3, 28]","[1, 1, 5, 5, 7]"
1,0.04094271440543051,PEG,"[1, 5, 5, 10]","[3, 5, 5, 6, 28]"
1,0.06407667823866428,PEG,"[1, 5, 5, 6]","[1, 5, 5, 10]"
6,-0.3772303611019667,PEG,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07010481101165271,PEG,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07058618536544227,PEG,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.3716048060309866,PEG,"[1, 1]","[1, 3, 5, 5, 5, 5]"
1,0.10217004339785049,PEG,"[3, 5, 5, 6]","[1, 5, 7]"
3,0.14515770551120175,PEG,"[1, 5, 7]","[5, 5, 6]"
7,-0.30079358135418016,PEG,[3],"[1, 5]"
23,0.11847128080133656,PEG,[8],"[1, 23]"
23,0.11847128080133656,PEG,[8],"[1, 23]"
5,0.04495651259900437,PEG,[1],"[1, 5, 8]"
5,0.04495651259900437,PEG,[1],"[1, 5, 8]"
5,0.0580032081588568,PEG,[1],"[1, 5, 6]"
5,0.0580032081588568,PEG,[1],"[1, 5, 6]"
5,0.059109109275073256,PEG,[1],"[1, 5, 6]"
5,0.059109109275073256,PEG,[1],"[1, 5, 6]"
5,0.059129011008118834,PEG,[1],"[1, 5, 6]"
5,0.059129011008118834,PEG,[1],"[1, 5, 6]"
5,0.06708163906481425,PEG,[1],"[3, 5, 6]"
5,0.06708163906481425,PEG,[1],"[3, 5, 6]"
28,0.16312797213667835,PEG,[10],"[1, 3]"
5,0.05153205507508024,PEG,[1],"[1, 5, 10]"
5,0.05153205507508024,PEG,[1],"[1, 5, 10]"
5,0.05853410884099914,PEG,[1],"[1, 5, 6]"
5,0.05853410884099914,PEG,[1],"[1, 5, 6]"
5,0.05910954254905409,PEG,[1],"[1, 5, 6]"
5,0.05910954254905409,PEG,[1],"[1, 5, 6]"
5,0.059127000717377504,PEG,[1],"[1, 5, 6]"
5,0.059127000717377504,PEG,[1],"[1, 5, 6]"
5,0.06466866736889643,PEG,[1],"[3, 5, 6]"
5,0.06466866736889643,PEG,[1],"[3, 5, 6]"
5,0.10687456348232192,PEG,[3],"[1, 7]"
8,-0.31967810903321814,I,"[1, 23, 23]","[1, 3, 5]"
1,0.08671496006748158,I,"[1, 3, 5, 8]","[1, 1, 5, 7, 10, 23, 23]"
1,-0.020235119860854866,I,"[1, 1, 1, 5]","[1, 3, 5, 5, 5, 5, 5, 5, 8]"
1,-0.060522707304747715,I,"[1, 5, 5, 5]","[1, 1, 5]"
1,-0.05158305978986793,I,"[1, 1, 5, 5]","[1, 1, 5, 5, 5, 5]"
1,-0.06505548245886297,I,"[1, 5, 5, 5]","[1, 5, 5]"
3,0.23727010051107608,I,"[1, 7, 10]","[1, 1, 5, 8, 28]"
7,-0.27328341329088224,I,[3],"[1, 10]"
10,-0.34496297276315946,I,"[1, 3, 28]","[1, 1, 3, 5, 7]"
1,0.08704507521158154,I,"[1, 3, 5, 10]","[1, 1, 3, 5, 5, 7, 28]"
1,-0.017248848456382353,I,"[1, 1, 1, 5]","[1, 3, 5, 5, 5, 5, 5, 5, 10]"
1,-0.06012395653581999,I,"[1, 5, 5, 5]","[1, 1, 5]"
1,-0.05118531223104018,I,"[1, 1, 5, 5]","[1, 1, 5, 5, 5, 5]"
1,-0.06503827832777599,I,"[1, 5, 5, 5]","[1, 5, 5]"
3,0.1420571933550151,I,"[1, 5, 7]","[1, 5, 10]"
7,-0.3010637256022534,I,[3],"[1, 5]"
23,0.11915674915528794,I,[8],"[1, 23]"
23,0.11915674915528794,I,[8],"[1, 23]"
5,0.056879306961208236,I,[1],"[1, 3, 8]"
5,0.032104185920277056,I,[1],"[1, 1, 1]"
5,0.02339048032458909,I,[1],"[1, 5, 5]"
5,0.02339048032458909,I,[1],"[1, 5, 5]"
5,0.02339048032458909,I,[1],"[1, 5, 5]"
5,0.026716895197835797,I,[1],"[1, 1, 5]"
5,0.026716895197835797,I,[1],"[1, 1, 5]"
5,0.023046478325949245,I,[1],"[1, 5, 5]"
5,0.023046478325949245,I,[1],"[1, 5, 5]"
5,0.023046478325949245,I,[1],"[1, 5, 5]"
28,0.16377242078466558,I,[10],"[1, 3]"
5,0.061107371173945484,I,[1],"[1, 3, 10]"
5,0.03253797703445339,I,[1],"[1, 1, 1]"
5,0.02340774380153881,I,[1],"[1, 5, 5]"
5,0.02340774380153881,I,[1],"[1, 5, 5]"
5,0.02340774380153881,I,[1],"[1, 5, 5]"
5,0.026734211370711254,I,[1],"[1, 1, 5]"
5,0.026734211370711254,I,[1],"[1, 1, 5]"
5,0.023046778682974133,I,[1],"[1, 5, 5]"
5,0.023046778682974133,I,[1],"[1, 5, 5]"
5,0.023046778682974133,I,[1],"[1, 5, 5]"
5,0.10660223978233742,I,[3],"[1, 7]"
8,-0.317985692386128,S,"[1, 23, 23]","[1, 3, 5]"
1,0.10753281014461306,S,"[1, 3, 5, 8]","[5, 5, 6, 7, 10, 23, 23]"
1,0.06726422264278928,S,"[1, 5, 5, 6]","[3, 5, 8, 21]"
6,-0.3942069850415967,S,"[1, 21]","[1, 5, 5]"
3,0.2394467404598885,S,"[1, 7, 10]","[1, 1, 5, 8, 28]"
7,-0.273192145857651,S,[3],"[1, 10]"
10,-0.34281484347848046,S,"[1, 3, 28]","[1, 1, 3, 5, 7]"
1,0.10750431118793,S,"[1, 3, 5, 10]","[3, 5, 5, 5, 6, 7, 28]"
1,0.07019624448508247,S,"[1, 5, 5, 6]","[3, 5, 10, 21]"
6,-0.3937714311658139,S,"[1, 21]","[1, 5, 5]"
3,0.1441390631838968,S,"[1, 5, 7]","[1, 5, 10]"
7,-0.3009767883295704,S,[3],"[1, 5]"
23,0.11922779578563619,S,[8],"[1, 23]"
23,0.11922779578563619,S,[8],"[1, 23]"
5,0.05906977104704338,S,[1],"[1, 3, 8]"
5,0.05857450047903423,S,[1],"[1, 5, 6]"
5,0.05857450047903423,S,[1],"[1, 5, 6]"
21,0.2101388570696702,S,[6],[1]
28,0.16386721747028513,S,[10],"[1, 3]"
5,0.06328472720006353,S,[1],"[1, 3, 10]"
5,0.05902378393914179,S,[1],"[1, 5, 6]"
5,0.05902378393914179,S,[1],"[1, 5, 6]"
21,0.21016313604782244,S,[6],[1]
5,0.10668862491253152,S,[3],"[1, 7]"
8,-0.3198752541655049,M,"[1, 23, 23]","[1, 3, 5]"
1,0.08492812952036914,M,"[1, 3, 5, 8]","[1, 5, 5, 7, 10, 23, 23]"
1,-0.01978439663249025,M,"[1, 1, 5, 5]","[3, 5, 5, 5, 8, 15]"
1,-0.005043431271193489,M,"[1, 5, 5, 15]","[1, 1, 5, 5]"
15,-0.16535814963159723,M,"[1, 1]","[1, 5, 5, 5, 5, 5]"
1,-0.018398922018417474,M,"[5, 5, 5, 15]",[1]
3,0.23701577499184717,M,"[1, 7, 10]","[1, 1, 5, 8, 28]"
7,-0.2732950917624782,M,[3],"[1, 10]"
10,-0.34521359575110117,M,"[1, 3, 28]","[1, 1, 3, 5, 7]"
1,0.0853015546920477,M,"[1, 3, 5, 10]","[1, 3, 5, 5, 5, 7, 28]"
1,-0.01678026798040691,M,"[1, 1, 5, 5]","[3, 5, 5, 5, 10, 15]"
1,-0.0046466689905467415,M,"[1, 5, 5, 15]","[1, 1, 5, 5]"
15,-0.16534003908937855,M,"[1, 1]","[1, 5, 5, 5, 5, 5]"
1,-0.018398613177644546,M,"[5, 5, 5, 15]",[1]
3,0.14181502757198947,M,"[1, 5, 7]","[1, 5, 10]"
7,-0.3010748413217176,M,[3],"[1, 5]"
23,0.11914765799497364,M,[8],"[1, 23]"
23,0.11914765799497364,M,[8],"[1, 23]"
5,0.05662203129431591,M,[1],"[1, 3, 8]"
5,0.029624383397355254,M,[1],"[1, 1, 5]"
5,0.029624383397355254,M,[1],"[1, 1, 5]"
5,0.038086548435722054,M,[1],"[1, 5, 15]"
5,0.038086548435722054,M,[1],"[1, 5, 15]"
5,0.034380176664822876,M,[1],"[5, 5, 15]"
5,0.034380176664822876,M,[1],"[5, 5, 15]"
5,0.034380176664822876,M,[1],"[5, 5, 15]"
28,0.1637602870242109,M,[10],"[1, 3]"
5,0.06085182481326927,M,[1],"[1, 3, 10]"
5,0.030058434585941606,M,[1],"[1, 1, 5]"
5,0.030058434585941606,M,[1],"[1, 1, 5]"
5,0.03810416834081011,M,[1],"[1, 5, 15]"
5,0.03810416834081011,M,[1],"[1, 5, 15]"
5,0.03438017910964656,M,[1],"[5, 5, 15]"
5,0.03438017910964656,M,[1],"[5, 5, 15]"
5,0.03438017910964656,M,[1],"[5, 5, 15]"
5,0.10659118905141365,M,[3],"[1, 7]"
8,-0.3282496426013861,PEG5,"[1, 23, 23]","[1, 5, 5]"
1,0.015917788665152515,PEG5,"[1, 5, 5, 8]","[5, 5, 6, 23, 23]"
1,0.05893962417228405,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 8]"
6,-0.37774836615171337,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07006194087895366,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.0701134655053087,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.37666764388543494,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07011439542635792,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07011439546549462,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.37666763607345255,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07011439546557022,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07011439546557022,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.3766676360734527,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.0701143954654189,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07011439538735809,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.3766676515351657,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07011258506972606,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.0700159570619938,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.37852569031330213,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.05545808344372878,PEG5,"[1, 5, 5, 6]","[1, 3, 5, 5]"
1,0.049957079078778555,PEG5,"[1, 3, 5, 5]","[5, 5, 6, 7, 10]"
3,0.22189749536698877,PEG5,"[1, 7, 10]","[1, 1, 5, 5, 28]"
7,-0.27504394002736,PEG5,[3],"[1, 10]"
10,-0.35371504019079447,PEG5,"[1, 3, 28]","[1, 1, 5, 5, 7]"
1,0.0408568429188821,PEG5,"[1, 5, 5, 10]","[3, 5, 5, 6, 28]"
1,0.0640751518758645,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 10]"
6,-0.3772306744542418,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07008762291604251,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07011392574731352,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.3766676399990753,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07011439544591448,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07011439546553236,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.37666763607345255,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07011439546557022,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07011439546557022,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.3766676360734527,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07011439546541873,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07011439538719764,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.37666765160135907,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.07011256859135387,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
1,0.07001398670489173,PEG5,"[1, 5, 5, 6]","[1, 5, 5, 6]"
6,-0.37861390661659583,PEG5,"[1, 1]","[1, 1, 5, 5, 5, 5]"
1,0.05329461910110351,PEG5,"[1, 5, 5, 6]","[1, 3, 5, 5]"
1,0.026564824236007353,PEG5,"[1, 3, 5, 5]","[5, 5, 5, 6, 7]"
3,0.12178698545107418,PEG5,"[1, 5, 7]","[1, 5, 5]"
7,-0.3033081063843026,PEG5,[3],"[1, 5]"
23,0.11847128080133655,PEG5,[8],"[1, 23]"
23,0.11847128080133655,PEG5,[8],"[1, 23]"
5,0.044956512598982215,PEG5,[1],"[1, 5, 8]"
5,0.044956512598982215,PEG5,[1],"[1, 5, 8]"
5,0.05800320814696276,PEG5,[1],"[1, 5, 6]"
5,0.05800320814696276,PEG5,[1],"[1, 5, 6]"
5,0.05910880236291726,PEG5,[1],"[1, 5, 6]"
5,0.05910880236291726,PEG5,[1],"[1, 5, 6]"
5,0.05910970379957195,PEG5,[1],"[1, 5, 6]"
